@issn_type_id:=idns_id
7
@eissn_type_id:=idns_id
6
@doi_type_id:=idns_id
8
@e_issn2_type_id:=idns_id
91
ti_id	ISBN	EISSN	DOI	EISSN2	tipp_coverage_note
16006	2163-7652	NULL	NULL	NULL	Absorbed
16012	2162-9145	NULL	NULL	NULL	Absorbed
16013	2163-2987	NULL	NULL	NULL	Absorbed
16014	2163-3002	NULL	NULL	NULL	Absorbed
16015	2162-9110	NULL	NULL	NULL	Absorbed
16016	2162-9080	NULL	NULL	NULL	Absorbed
16017	2162-9064	NULL	NULL	NULL	Absorbed
16027	0883-346X	NULL	NULL	NULL	Absorbed
16028	0090-3515	NULL	NULL	NULL	Absorbed
16048	0899-0271	NULL	NULL	NULL	Absorbed
16049	2163-7679	NULL	NULL	NULL	Absorbed
16056	1550-574X	NULL	NULL	NULL	Absorbed
16057	0361-8234	NULL	NULL	NULL	Absorbed
16075	2009-1648	NULL	NULL	NULL	Absorbed
16086	0791-038X	NULL	NULL	NULL	Absorbed
16087	1340-5470	NULL	NULL	NULL	Absorbed
16090	2162-9366	NULL	NULL	NULL	Absorbed
16091	2162-9013	NULL	NULL	NULL	Absorbed
16092	2163-2995	NULL	NULL	NULL	Absorbed
16097	0342-1864	NULL	NULL	NULL	Absorbed
16099	1825-8212	NULL	NULL	NULL	Absorbed
16105	0959-4280	NULL	NULL	NULL	Absorbed
16106	0790-178X	NULL	NULL	NULL	Absorbed
16108	0791-3540	NULL	NULL	NULL	Absorbed
16112	0021-1249	NULL	NULL	NULL	Absorbed
16113	0578-7483	NULL	NULL	NULL	Absorbed
16117	0332-0375	NULL	NULL	NULL	Absorbed
16119	2009-2598	NULL	NULL	NULL	Absorbed
16130	2048-7215	NULL	NULL	NULL	Absorbed
16131	0731-6755	NULL	NULL	NULL	Absorbed
16139	0332-1851	NULL	NULL	NULL	Absorbed
16144	1520-8621	NULL	NULL	NULL	Absorbed
16145	1520-8613	NULL	NULL	NULL	Absorbed
16146	1048-6143	NULL	NULL	NULL	Absorbed
16148	1393-2195	NULL	NULL	NULL	Absorbed
16150	0790-6374	NULL	NULL	NULL	Absorbed
16151	2048-7223	NULL	NULL	NULL	Absorbed
16152	0790-6366	NULL	NULL	NULL	Absorbed
16153	0790-6382	NULL	NULL	NULL	Absorbed
16155	0035-9114	NULL	NULL	NULL	Absorbed
16156	2049-7865	NULL	NULL	NULL	Absorbed
16168	1080-7330	NULL	NULL	NULL	Absorbed
16172	0792-528X	NULL	NULL	NULL	Absorbed
16174	0258-8315	NULL	NULL	NULL	Absorbed
16175	0898-154X	NULL	NULL	NULL	Absorbed
16176	0363-888X	NULL	NULL	NULL	Absorbed
16177	0026-3931	NULL	NULL	NULL	Absorbed
16178	8755-8963	NULL	NULL	NULL	Absorbed
16184	2163-7695	NULL	NULL	NULL	Absorbed
16187	0364-7676	NULL	NULL	NULL	Absorbed
16193	0790-6358	NULL	NULL	NULL	Absorbed
16195	0302-7597	NULL	NULL	NULL	Absorbed
16196	0301-7400	NULL	NULL	NULL	Absorbed
16197	0301-6706	NULL	NULL	NULL	Absorbed
16198	0301-7419	NULL	NULL	NULL	Absorbed
16199	0035-8975	NULL	NULL	NULL	Absorbed
16200	0035-8983	NULL	NULL	NULL	Absorbed
16202	2162-903X	NULL	NULL	NULL	Absorbed
16203	1544-2071	NULL	NULL	NULL	Absorbed
16206	2162-9331	NULL	NULL	NULL	Absorbed
16207	2162-9358	NULL	NULL	NULL	Absorbed
16208	1531-7293	NULL	NULL	NULL	Absorbed
16215	0939-2718	NULL	NULL	NULL	Absorbed
16217	0033-7072	NULL	NULL	NULL	Absorbed
16220	1544-2063	NULL	NULL	NULL	Absorbed
16236	0040-750X	NULL	NULL	NULL	Absorbed
16239	0790-634X	NULL	NULL	NULL	Absorbed
16240	0886-1730	NULL	NULL	NULL	Absorbed
16242	2049-7873	NULL	NULL	NULL	Absorbed
16245	0566-2478	NULL	NULL	NULL	Absorbed
16246	0272-3026	NULL	NULL	NULL	Absorbed
16288	0731-9193	NULL	NULL	NULL	Absorbed by Fundamental and Applied Toxicology
16325	0886-1714	NULL	NULL	NULL	Now called Physiology
16326	1548-9213	NULL	NULL	NULL	Formerly News in Physiological Sciences
16452	0391-3341	NULL	NULL	NULL	now: Nuncius 1986-present
16454	0365-5164	NULL	NULL	NULL	now: Animal Biology 2003-Present; previously: Netherlands Journal of Zoology 1968-2003; Archives Néerlandaises de Zoologie 1935-1967
16462	0801-8049	NULL	NULL	NULL	now: Human Rights in Development
16465	0268-0106	NULL	NULL	NULL	now: International Journal of Marine and Coastal Law
16470	1420-2018	NULL	NULL	NULL	now: Social Sciences and Missions 2007 
16473	0028-2596	NULL	NULL	NULL	now: Nematology
16475	0029-151X	NULL	NULL	NULL	now: Nordic Journal of International Law
16477	0929-9637	NULL	NULL	NULL	now: Sensory Neuron
16479	0165-0300	NULL	NULL	NULL	now: Review of Central and East European Law
16480	0162-7546	NULL	NULL	NULL	now: Research on Chemical Intermediates
16493	NULL	NULL	NULL	NULL	Includes subset of articles from Applied Physics Letters 
16496	0894-1866	NULL	NULL	NULL	Merged into: Computing in Science & Engineering
16497	NULL	NULL	NULL	NULL	Includes  subset of articles from The Journal of Chemical Physics 
16498	0031-9171	NULL	NULL	NULL	Absorbed into Physics of Fluids and Physics of Plasma
16499	0899-8213	NULL	NULL	NULL	Now: Physics of Fluids. Previously: Physics of Fluids (1958)
16500	0899-8221	NULL	NULL	NULL	Now: Physics of Plasmas
16516	0886-5159	NULL	NULL	NULL	Absorbed: Presbyterian Historical Society
16523	2052-6342	NULL	NULL	NULL	Now:The Journal of the Decorative Arts Society 1850-the Present. Previously:The Bulletin of the Decorative Arts Society (1977)
16525	2326-4861	NULL	NULL	NULL	Now:Journal of the Presbyterian Historical Society (1943) (1943 -1961) Continues:Journal of the Department of History (The Presbyterian Historical Society) of the Presbyterian Church in the U.S.A.(1930-1942)
16535	1364-5447	NULL	NULL	NULL	Now: Dalton Transactions
16603	NULL	NULL	NULL	NULL	Open Access. It is a book series. ISBN included
16608	NULL	NULL	NULL	NULL	Open Access. It is a book series. ISBN included
17413	0023-608X	NULL	NULL	NULL	Now: Kyoto Journal of Mathematics (2010-) Previously: Memoirs of the College of Science, University of Kyoto. Series A: Mathematics (1950-1961) 
17414	0023-2599	NULL	NULL	NULL	Now:Kodai Mathematical Journal Partially open (older than 5 years open)
17416	0368-8887	NULL	NULL	NULL	Now: Kyoto Journal of Mathematics (2010-) Previously:Journal of Mathematics of Kyoto University (1961-2009)
17422	2330-8079	NULL	NULL	NULL	Now: Quaker History 1924 -
18021	0009-4625	NULL	NULL	NULL	Now: Chinese Sociological Review
18026	1097-203X	NULL	NULL	NULL	Now: The Japanese Political Economy
18041	1066-7814	NULL	NULL	NULL	Now: Applied Physiology, Nutrition and Metabolism
18043	0714-7511	NULL	NULL	NULL	Now: Biochemistry and Cell Biology  
18044	0576-5544	NULL	NULL	NULL	Now: Canadian Journal of Physiology and Pharmacology
18045	0008-4026	NULL	NULL	NULL	Now: Botany
18046	0008-4093	NULL	NULL	NULL	Now: Genome
18050	0015-296X	NULL	NULL	NULL	Now: Canadian Journal of Fisheries and Aquatic Sciences Previously: Contributions to Canadian Biology and Fisheries (1901 - 1933) Journal of the Biological Board of Canada (1934 - 1937) 
18128	2214-9147	NULL	NULL	NULL	Now:2013
18164	0047-2301	NULL	NULL	NULL	Now: Journal of Collective Negotiations
18170	1055-7512	NULL	NULL	NULL	Now:Journal of Workplace Rights
18179	0960-0604	NULL	NULL	NULL	Now: Anthropological Journal of European Cultures
18190	1461-7919	NULL	NULL	NULL	Now: International Journal of Social Quality
18196	1557-2455	NULL	NULL	NULL	Now: Israel Studies Review
18222	 1471-7794	NULL	NULL	NULL	Now:Quality in Ageing and Older Adults 
18226	0004-9409	NULL	NULL	NULL	Now: Crop and Pasture Science
18228	0816-1089	NULL	NULL	NULL	Now: Animal Production Science
18229	0067-1940	NULL	NULL	NULL	Now: Marine and Freshwater Research
18231	0310-7841	NULL	NULL	NULL	Now: Functional Plant Biology
18232	0365-365X	NULL	NULL	NULL	Now: Australian Journal of Biological Sciences. Open Access. 
18233	0004-9573	NULL	NULL	NULL	Now: Soil Research
18240	0261-3131	NULL	NULL	NULL	Now: Resurgence & Ecologist 
18242	0017-310X	NULL	NULL	NULL	Absorbed: Vox; Radio critic; Broadcast review
18257	0163-769X	NULL	NULL	NULL	Absorbed: Recent progress in hormone research
18262	 1050-9747	NULL	NULL	NULL	Now: Geological Society of America Bulletin
18284	0740-2082	NULL	NULL	NULL	Now: Journal of Applied Biomechanics
18285	1050-1606	NULL	NULL	NULL	Now: International Journal of Sport Nutrition and Exercise Metabolism
18294	0163-433X	NULL	NULL	NULL	Now: Journal of Sport & Exercise Psychology
18330	0142-7849	NULL	NULL	NULL	Now:International Development Planning Review
18706	0481-2085	NULL	NULL	NULL	Now: Quarterly Journal of Engineering Geology and Hydrogeology
18708	0370-291X	NULL	NULL	NULL	Now: Journal of the Geological Society
18711	0371-6260	NULL	NULL	NULL	Merged with Transactions of the Geological Society of Glasgow to form Scottish Journal of Geology
18742	1548-1603	NULL	NULL	NULL	Formerly Mapping Sciences and Remote Sensing
18744	1550-2724	NULL	NULL	NULL	Formerly known as Journal of the Illuminating Engineering Society (1971 - 2004). T&F are publishing this title for 2014, beginning at Volume 10.
18818	0306-3283	NULL	NULL	NULL	Now: Biochemical Journal (1984)
18819	0306-3275	NULL	NULL	NULL	Now: Biochemical Journal (1984)
18820	0006-2936	NULL	NULL	NULL	Now: Biochemical Journal (1984) Continues: Biochemical Journal. Molecular Aspects and Biochemical Journal. Cellular Aspects
18824	0009-9287	NULL	NULL	NULL	Now: Clinical Science (1979) Continues: Clinical Science and Molecular Medicine (1973-78)
18826	0301-0538	NULL	NULL	NULL	Now: Clinical Science (1979)
18832	1357-0927	NULL	NULL	NULL	Now: Journal of Derivatives & Hedge Funds
18833	1357-0927	NULL	NULL	NULL	Now: Journal of Derivatives & Hedge Funds
18841	1463-5178	NULL	NULL	NULL	Now: Journal of Direct, Data and Digital Marketing Practice  
18842	1463-5178	NULL	NULL	NULL	Now: Journal of Direct, Data and Digital Marketing Practice  
18847	1388-1973	NULL	NULL	NULL	Now: Maritime Economics & Logistics
18848	1388-1973	NULL	NULL	NULL	Now: Maritime Economics & Logistics
18871	2029-882X	NULL	NULL	NULL	Formerly known as Statybin?s Konstrukcijos ir Technologijos (2009 - 2011) 
18873	1939-3210	NULL	NULL	NULL	Formerly part of Food Additives & Contaminants (1984 - 2007) 
18889	1941-658X	NULL	NULL	NULL	Formerly known as The Journal of Cost Analysis & Management (1999 - 2007) and Journal of Parametrics (1981 - 2007) 
18904	1360-6417	NULL	NULL	NULL	Now: Child and Adolescent Mental Health
18973	2029-7475	NULL	NULL	NULL	Formerly known as LIMES: Cultural Regionalistics (2008 - 2010) 
18980	2159-676X	NULL	NULL	NULL	Formerly known as Qualitative Research in Sport and Exercise (2009 - 2010) 
18983	2158-379X	NULL	NULL	NULL	Formerly known as Journal of Power (2008 - 2010) 
18988	2162-2965	NULL	NULL	NULL	Formerly part of  Applied Neuropsychology (1994 - 2011) 
18993	2166-2282	NULL	NULL	NULL	Formerly known as Journal of Danish Archaeology (1982 - 2011) 
18997	2150-7716	NULL	NULL	NULL	Formerly AJOB Primary Research (1900 - 2013) 
18999	0037-7643	NULL	NULL	NULL	Now: Social Policy and Administration 
19000	 0021-8847	NULL	NULL	NULL	now: Journal of Applied Microbiology
19005	0001-6470	NULL	NULL	NULL	Now: Acta Orthopaedica
19008	0349-652X	NULL	NULL	NULL	Now: Acta Radiologica
19010	0001-6934	NULL	NULL	NULL	Now: Scandinavian Journal of Rheumatology 
19012	0899-9112	NULL	NULL	NULL	Now: Journal of Addictions Nursing. Continues: Addictions Nursing (1994-95)
19014	1073-886X	NULL	NULL	NULL	Now: Journal of Addictions Nursing. Previously: Addiction Nursing Network (1989-93)
19015	1403-8196	NULL	NULL	NULL	Now: European Journal of Physiotherapy
19016	1441-7049	NULL	NULL	NULL	Now: International Journal of Speech-Language Pathology
19018	1748-2968	NULL	NULL	NULL	Now: Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration
19022	0148-5016	NULL	NULL	NULL	Now: Systems Biology in Reproductive Medicine
19024	1073-1199	NULL	NULL	NULL	Now: Artificial Cells, Nanomedicine, and Biotechnology
19026	1651-386X	NULL	NULL	NULL	Now: Hearing, Balance and Communication
19028	0045-0634	NULL	NULL	NULL	Now: Journal of Intellectual and Developmental Disability. Continues Australian Journal of Development Disabilities (1980-1981) and Australia and New Zealand Journal of Developmental Disabilities (1982-1995)
19029	0159-9011	NULL	NULL	NULL	Now: Journal of Intellectual and Developmental Disability. Previously Australian Journal of Mental Retardation (1970-1979) Continues: Australia and New Zealand Journal of Developmental Disabilities (1982-1995)
19030	0726-3864	NULL	NULL	NULL	Now: Journal of Intellectual and Developmental Disability. Previously: Australian Journal of Mental Retardation (1970-1979), Australian Journal of Development Disabilities (1980-1981)
19037	0300-5364	NULL	NULL	NULL	Now:  International Journal of Audiology
19044	0276-5497	NULL	NULL	NULL	Now: Renal Failure. Continues: Uremia Investigation(1984-1986) Previously: Journal of Dialysis (1976-1980)
19046	0730-0085	NULL	NULL	NULL	Now: Hypertension in Pregnancy
19050	0735-7915	NULL	NULL	NULL	Now: Clinical Research and Regulatory Affairs
19054	0045-6411	NULL	NULL	NULL	Now: Critical Reviews in Biochemistry and Molecular Biology
19055	0590-8191	NULL	NULL	NULL	Now: Critical Reviews in Clinical Laboratory Sciences
19056	0045-6454	NULL	NULL	NULL	Now: Critical Reviews in Microbiology
19057	0045-6446	NULL	NULL	NULL	Now: Critical Reviews in Toxicology
19058	1040-8355	NULL	NULL	NULL	Now: Critical Reviews in Biochemistry and Molecular Biology
19067	0962-2594	NULL	NULL	NULL	Now: Expert Opinion on Therapeutic Patents
19073	1042-5179	NULL	NULL	NULL	Now: Mitochondrial DNA
19078	0095-5183	NULL	NULL	NULL	Now: Drug Development and Industrial Pharmacy
19081	1061-9526	NULL	NULL	NULL	Now: Electromagnetic Biology and Medicine
19083	1361-9195	NULL	NULL	NULL	Now: Expert Opinion on Emerging Drugs
19084	1460-0412	NULL	NULL	NULL	Now: Expert Opinion on Therapeutic Targets
19086	0093-6391	NULL	NULL	NULL	Now: Endocrine Research
19090	0800-2789	NULL	NULL	NULL	Now: Pediatric Hematology-Oncology
19106	8755-0199	NULL	NULL	NULL	Now: Free Radical Research
19112	0884-3988	NULL	NULL	NULL	Now: Journal of Interprofessional Care
19115	0090-0877	NULL	NULL	NULL	Now: Immunological Investigations
19120	0020-773X	NULL	NULL	NULL	Now: Substance Use & Misuse
19129	0020-7616	NULL	NULL	NULL	Now: International Journal of Radiation Biology
19138	0021-9134	NULL	NULL	NULL	Now: Journal of Asthma
19139	1465-3494	NULL	NULL	NULL	Now: Journal of Visual Communication in Medicine
19144	1462-883X	NULL	NULL	NULL	Now: Journal of Cosmetic and Laser Therapy
19146	0362-8558	NULL	NULL	NULL	Now: Renal Failure. Continues: Clinical and Experimental Dialysis and Apheresis (1981-1983)
19151	1026-5457	NULL	NULL	NULL	Now: Journal of Enzyme Inhibition and Medicinal Chemistry
19154	1522-8940	NULL	NULL	NULL	Now: Journal of Dietary Supplements
19155	0163-0571	NULL	NULL	NULL	Now: Immunopharmacology and Immunotoxicology
19161	0268-1218	NULL	NULL	NULL	Now: Medical Mycology. Previously: Sabouraudia (1962-1985) 
19175	1056-4950	NULL	NULL	NULL	Now: Journal of Pain and Palliative Care Pharmacotherapy
19182	1357-5007	NULL	NULL	NULL	Now: Journal of Substance Use
19183	0731-3837	NULL	NULL	NULL	Now: Toxin Reviews
19188	1463-9238	NULL	NULL	NULL	Now: Informatics for Health and Social Care. Previously:Medical Informatics (1976-1998) Medical Informatics and the Internet in Medicine (1999-2007)
19189	0959-8316	NULL	NULL	NULL	Now: Informatics for Health and Social Care. Previously:Medical Informatics (1976-1998) Medical Informatics and the Internet in Medicine (1999-2007)
19191	0149-046X	NULL	NULL	NULL	Now: Molecular Membrane Biology
19194	0961-625X	NULL	NULL	NULL	Merged with: Endoscopic & Allied Technologies and Now: Minimally Invasive Therapy & Allied Technologies
19204	0167-6784	NULL	NULL	NULL	Now: Ophthalmic Genetics
19208	0277-0938	NULL	NULL	NULL	Now: Fetal & Pediatric Pathology Continues: Pediatric Pathology and Laboratory Medicine (1995-1998)and Pediatric Pathology and Molecular Medicine (1998-2003)
19209	1077-1042	NULL	NULL	NULL	Now: Fetal & Pediatric Pathology Previously:Pediatric Pathology (1983-1994) Continues: Pediatric Pathology and Molecular Medicine (1998-2003)
19210	1523-4525	NULL	NULL	NULL	Now: Fetal & Pediatric. Previously:Pediatric Pathology (1983-1994) and Pediatric Pathology and Laboratory Medicine (1995-1998)
19215	0266-6154	NULL	NULL	NULL	Now: Physiotherapy Theory and Practice
19221	0036-2174	NULL	NULL	NULL	Now: Medical Mycology. Continues: Journal of Medical and Veterinary Mycology (1986-1997)
19222	0105-0397	NULL	NULL	NULL	Now: International Journal of Audiology
19227	0803-5032	NULL	NULL	NULL	Now: Logopedics Phoniatrics Vocology
19229	0036-5556	NULL	NULL	NULL	Now: Journal of Plastic Surgery and Hand Surgery Continues: Scandinavian Journal of Plastic and Reconstructive Surgery and Hand Surgery
19230	0284-4311	NULL	NULL	NULL	Now: Journal of Plastic Surgery and Hand Surgery. Previously: Scandinavian Journal of Plastic and Reconstructive Surgery
19233	0036-5580	NULL	NULL	NULL	Now: Scandinavian Cardiovascular Journal
19235	0036-5599	NULL	NULL	NULL	Now: Scandinavian Journal of Urology
19238	0736-7244	NULL	NULL	NULL	Now: Somatosensory & Motor Research
19239	0038-9153	NULL	NULL	NULL	Now: Biotechnic & Histochemistry
19250	1051-7235	NULL	NULL	NULL	Now: Toxicology Mechanisms and Methods
19255	0740-1353	NULL	NULL	NULL	Now: Renal Failure. Previously: Journal of Dialysis (1976-1980) and Clinical and Experimental Dialysis and Apheresis (1981-1983)
